ROW_ID,PRODUCT_TYPE,PRODUCT_NAME,METAL,CONCENTRATION,UNITS,MANUFACTURER,MADE_IN_COUNTRY,COLLECTION_DATE,DELETED
4309,Dietary Supplement/Medications/Remedy,Patanjali Pachak Ajwain with Aloe Vera,Arsenic,-1,ppm,Patanjali Ayurved Limited,INDIA,06/27/2019 12:00:00 AM,
4310,Dietary Supplement/Medications/Remedy,Patanjali Pachak Ajwain with Aloe Vera,Cadmium,-1,ppm,Patanjali Ayurved Limited,INDIA,06/27/2019 12:00:00 AM,
4311,Dietary Supplement/Medications/Remedy,Patanjali Pachak Ajwain with Aloe Vera,Lead,-1,ppm,Patanjali Ayurved Limited,INDIA,06/27/2019 12:00:00 AM,
4312,Dietary Supplement/Medications/Remedy,Patanjali Pachak Ajwain with Aloe Vera,Mercury,-1,ppm,Patanjali Ayurved Limited,INDIA,06/27/2019 12:00:00 AM,
4313,Dietary Supplement/Medications/Remedy,Patanjali Pachak Shodhit Harad,Arsenic,-1,ppm,Patanjali Ayurved Limited,INDIA,06/27/2019 12:00:00 AM,
4314,Dietary Supplement/Medications/Remedy,Patanjali Pachak Shodhit Harad,Cadmium,-1,ppm,Patanjali Ayurved Limited,INDIA,06/27/2019 12:00:00 AM,
4315,Dietary Supplement/Medications/Remedy,Patanjali Pachak Shodhit Harad,Lead,-1,ppm,Patanjali Ayurved Limited,INDIA,06/27/2019 12:00:00 AM,
4316,Dietary Supplement/Medications/Remedy,Patanjali Pachak Shodhit Harad,Mercury,0.28,ppm,Patanjali Ayurved Limited,INDIA,06/27/2019 12:00:00 AM,
4317,Cosmetics,Zuni Beauty Cream,Mercury,23000,ppm,UNKNOWN OR NOT STATED,PAKISTAN,06/27/2019 12:00:00 AM,
4318,Cosmetics,Zuni Beauty Cream,Mercury,27000,ppm,UNKNOWN OR NOT STATED,PAKISTAN,06/27/2019 12:00:00 AM,
4319,Dietary Supplement/Medications/Remedy,Ayurvedic Kayam Tablet,Arsenic,-1,ppm,Sheth Bros.,UNITED STATES,06/27/2019 12:00:00 AM,
4320,Dietary Supplement/Medications/Remedy,Ayurvedic Kayam Tablet,Cadmium,-1,ppm,Sheth Bros.,UNITED STATES,06/27/2019 12:00:00 AM,
4321,Dietary Supplement/Medications/Remedy,Ayurvedic Kayam Tablet,Lead,0.49,ppm,Sheth Bros.,UNITED STATES,06/27/2019 12:00:00 AM,
4322,Dietary Supplement/Medications/Remedy,Ayurvedic Kayam Tablet,Mercury,0.056,ppm,Sheth Bros.,UNITED STATES,06/27/2019 12:00:00 AM,
4323,Food-Spice,Marian Extra Hot Chili Powder,Lead,-1,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,06/27/2019 12:00:00 AM,
4324,Cosmetics,Rani Nail Henna,Lead,-1,ppm,UNKNOWN OR NOT STATED,SAUDI ARABIA,06/27/2019 12:00:00 AM,
4325,Cosmetics,Kajal,Lead,-1,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,06/27/2019 12:00:00 AM,
4326,Religious powder,Kumkum,Lead,-1,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,06/27/2019 12:00:00 AM,
4327,Dietary Supplement/Medications/Remedy,Leaf Care Organic Gokshura Capsule,Arsenic,-1,ppm,Khandige Organic Health Products Pvt. Ltd.,INDIA,06/27/2019 12:00:00 AM,
4328,Dietary Supplement/Medications/Remedy,Leaf Care Organic Gokshura Capsule,Cadmium,-1,ppm,Khandige Organic Health Products Pvt. Ltd.,INDIA,06/27/2019 12:00:00 AM,
4329,Dietary Supplement/Medications/Remedy,Leaf Care Organic Gokshura Capsule,Lead,-1,ppm,Khandige Organic Health Products Pvt. Ltd.,INDIA,06/27/2019 12:00:00 AM,
4330,Dietary Supplement/Medications/Remedy,Leaf Care Organic Gokshura Capsule,Mercury,-1,ppm,Khandige Organic Health Products Pvt. Ltd.,INDIA,06/27/2019 12:00:00 AM,
4331,Dietary Supplement/Medications/Remedy,Baidyanath Shilajeet,Arsenic,-1,ppm,Goodcare Pharma (P) Ltd.,INDIA,06/27/2019 12:00:00 AM,
4332,Dietary Supplement/Medications/Remedy,Baidyanath Shilajeet,Cadmium,-1,ppm,Goodcare Pharma (P) Ltd.,INDIA,06/27/2019 12:00:00 AM,
4333,Dietary Supplement/Medications/Remedy,Baidyanath Shilajeet,Lead,0.78,ppm,Goodcare Pharma (P) Ltd.,INDIA,06/27/2019 12:00:00 AM,
4334,Dietary Supplement/Medications/Remedy,Baidyanath Shilajeet,Mercury,0.046,ppm,Goodcare Pharma (P) Ltd.,INDIA,06/27/2019 12:00:00 AM,
4335,Dietary Supplement/Medications/Remedy,Leaf Care Piloss Cap,Arsenic,3.1,ppm,Baidyanath/Goodcare Pharma Pvt. Ltd.,INDIA,06/27/2019 12:00:00 AM,
4336,Dietary Supplement/Medications/Remedy,Leaf Care Piloss Cap,Cadmium,-1,ppm,Baidyanath/Goodcare Pharma Pvt. Ltd.,INDIA,06/27/2019 12:00:00 AM,
4337,Dietary Supplement/Medications/Remedy,Leaf Care Piloss Cap,Lead,6,ppm,Baidyanath/Goodcare Pharma Pvt. Ltd.,INDIA,06/27/2019 12:00:00 AM,
4338,Dietary Supplement/Medications/Remedy,Leaf Care Piloss Cap,Mercury,3.7,ppm,Baidyanath/Goodcare Pharma Pvt. Ltd.,INDIA,06/27/2019 12:00:00 AM,
4339,Cosmetics,Khojati Mumtaz Delux Kohl (The Original Surmi with Almond Oil),Lead,290,ppm,Hasham Manji Padamshi Surmawalla C/o Khojati Herba,INDIA,06/27/2019 12:00:00 AM,
4340,Cosmetics,Khojati Mumtaz Herbal Kajal (with Almond Oil),Lead,-1,ppm,Hasham Manji Padamshi Surmawalla C/o. Khojati Ayur,INDIA,06/27/2019 12:00:00 AM,
4341,Cosmetics,Khojati Mumtaz Delux Kajal,Lead,3.1,ppm,Hasham Manji Padamshi Surmawalla C/o Khojati Ayurv,UNITED STATES,06/27/2019 12:00:00 AM,
4342,Religious powder,Lotus DivineDEW Herbal Sindoor,Lead,-1,ppm,Lotus Herbals Pvt. Ltd.,INDIA,06/27/2019 12:00:00 AM,
4343,Food-Spice,Swad Reshampatti Chilli Powder,Lead,-1,ppm,UNKNOWN OR NOT STATED,INDIA,06/27/2019 12:00:00 AM,
4344,Food-Spice,Deshi Turmeric Powder,Lead,-1,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,06/27/2019 12:00:00 AM,
4345,Food-Spice,Manang Sangdos Chilli,Lead,-1,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,06/27/2019 12:00:00 AM,
4346,Religious powder,Sindoor,Lead,-1,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,06/27/2019 12:00:00 AM,
4347,Religious powder,Sindoor,Lead,-1,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,06/27/2019 12:00:00 AM,
4348,Religious powder,Sindoor,Lead,-1,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,06/27/2019 12:00:00 AM,
4349,Religious powder,Sindoor,Lead,1.4,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,06/27/2019 12:00:00 AM,
4350,Religious powder,Sindoor,Lead,0.86,ppm,UNKNOWN OR NOT STATED,UNITED STATES,06/27/2019 12:00:00 AM,
4351,Religious powder,Sindoor,Lead,0.33,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,06/27/2019 12:00:00 AM,
4352,Religious powder,Sindoor,Lead,3.1,ppm,UNKNOWN OR NOT STATED,UNITED STATES,06/27/2019 12:00:00 AM,
4353,Food-Spice,Cumin,Lead,0.61,ppm,UNKNOWN OR NOT STATED,BANGLADESH,06/28/2019 12:00:00 AM,
4354,Food-Spice,Chili,Lead,-1,ppm,UNKNOWN OR NOT STATED,BANGLADESH,06/28/2019 12:00:00 AM,
4355,Food-Spice,Corriander,Lead,0.5,ppm,UNKNOWN OR NOT STATED,BANGLADESH,06/28/2019 12:00:00 AM,
4356,Cosmetics,Surma,Lead,850000,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,07/01/2019 12:00:00 AM,
4357,Food Other,PEPITA/Punkin Seed,Lead,-1,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,07/01/2019 12:00:00 AM,
4358,Food-Spice,JUMBO Avec Vitamine A,Lead,-1,ppm,UNKNOWN OR NOT STATED,SPAIN,07/01/2019 12:00:00 AM,
4359,Food Other,"Mixture of dry corn, peanut butter and fish",Lead,-1,ppm,UNKNOWN OR NOT STATED,GHANA,07/02/2019 12:00:00 AM,
4360,Food-Spice,Paprika,Lead,0.73,ppm,Food Industry Visoko,BOSNIA AND HERZEGOWINA,07/03/2019 12:00:00 AM,
4361,Food-Spice,All purpose seasoning,Lead,-1,ppm,Podravka d.d,CROATIA (local name: Hrvatska),07/03/2019 12:00:00 AM,
4362,Food-Spice,Turmeric,Lead,-1,ppm,UNKNOWN OR NOT STATED,TRINIDAD AND TOBAGO,07/05/2019 12:00:00 AM,
4363,Food-Spice,Garam Masala,Lead,1,ppm,Chief Brand Products,TRINIDAD AND TOBAGO,07/05/2019 12:00:00 AM,
4364,Food-Spice,Geera,Lead,0.22,ppm,Indo-West Indian,GUYANA,07/05/2019 12:00:00 AM,
4365,Food-Spice,Red Chili,Lead,0.26,ppm,UNKNOWN OR NOT STATED,BANGLADESH,07/05/2019 12:00:00 AM,
4366,Food-Spice,Turmeric,Lead,-1,ppm,UNKNOWN OR NOT STATED,BANGLADESH,07/05/2019 12:00:00 AM,
4367,Food-Candy,Paleta de leche,Lead,0.31,ppm,UNKNOWN OR NOT STATED,MEXICO,07/08/2019 12:00:00 AM,
4368,Food-Candy,Rica Pina,Lead,0.27,ppm,UNKNOWN OR NOT STATED,MEXICO,07/08/2019 12:00:00 AM,
4369,Food-Candy,Caramelo sabor FRESA relleno de fruta,Lead,-1,ppm,UNKNOWN OR NOT STATED,MEXICO,07/08/2019 12:00:00 AM,
4370,Food-Candy,Raqueta Enchilada,Lead,-1,ppm,UNKNOWN OR NOT STATED,MEXICO,07/08/2019 12:00:00 AM,
4371,Food-Spice,Sambar powder (Mixed Curry powder),Lead,27,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,07/08/2019 12:00:00 AM,
4372,Food-Spice,Roasted geera,Lead,-1,ppm,UNKNOWN OR NOT STATED,TRINIDAD AND TOBAGO,07/09/2019 12:00:00 AM,
4373,Food-Spice,Curry Powder,Lead,-1,ppm,Chief,TRINIDAD AND TOBAGO,07/09/2019 12:00:00 AM,
4374,Food-Spice,paprika,Lead,-1,ppm,Kenover Marketing Corp.,UNITED STATES,07/10/2019 12:00:00 AM,
4375,Toys/Children's Products,ABC - 123 Block Cart,Lead,11,ppm,Melissa & Doug,CHINA,07/10/2019 12:00:00 AM,
4376,Dietary Supplement/Medications/Remedy,Leaf Care Organic Gymnema,Arsenic,-1,ppm,Atrey Pharmaceuticals (P) ltd.,INDIA,07/10/2019 12:00:00 AM,
4377,Dietary Supplement/Medications/Remedy,Leaf Care Organic Gymnema,Cadmium,-1,ppm,Atrey Pharmaceuticals (P) ltd.,INDIA,07/10/2019 12:00:00 AM,
4378,Dietary Supplement/Medications/Remedy,Leaf Care Organic Gymnema,Lead,2.2,ppm,Atrey Pharmaceuticals (P) ltd.,INDIA,07/10/2019 12:00:00 AM,
4379,Dietary Supplement/Medications/Remedy,Leaf Care Organic Gymnema,Mercury,0.16,ppm,Atrey Pharmaceuticals (P) ltd.,INDIA,07/10/2019 12:00:00 AM,
4380,Dietary Supplement/Medications/Remedy,Leaf Care Organic Bhumiamalaki,Arsenic,-1,ppm,Khandige Organic Health Products Pvt. Ltd.,INDIA,07/10/2019 12:00:00 AM,
4381,Dietary Supplement/Medications/Remedy,Leaf Care Organic Bhumiamalaki,Cadmium,-1,ppm,Khandige Organic Health Products Pvt. Ltd.,INDIA,07/10/2019 12:00:00 AM,
4382,Dietary Supplement/Medications/Remedy,Leaf Care Organic Bhumiamalaki,Lead,-1,ppm,Khandige Organic Health Products Pvt. Ltd.,INDIA,07/10/2019 12:00:00 AM,
4383,Dietary Supplement/Medications/Remedy,Leaf Care Organic Bhumiamalaki,Mercury,-1,ppm,Khandige Organic Health Products Pvt. Ltd.,INDIA,07/10/2019 12:00:00 AM,
4384,Dietary Supplement/Medications/Remedy,Leaf Care Organic Shankapushpi,Arsenic,-1,ppm,Khandige Organic Health Products Pvt. Ltd.,INDIA,07/10/2019 12:00:00 AM,
4385,Dietary Supplement/Medications/Remedy,Leaf Care Organic Shankapushpi,Cadmium,-1,ppm,Khandige Organic Health Products Pvt. Ltd.,INDIA,07/10/2019 12:00:00 AM,
4386,Dietary Supplement/Medications/Remedy,Leaf Care Organic Shankapushpi,Lead,2.6,ppm,Khandige Organic Health Products Pvt. Ltd.,INDIA,07/10/2019 12:00:00 AM,
4387,Dietary Supplement/Medications/Remedy,Leaf Care Organic Shankapushpi,Mercury,0.023,ppm,Khandige Organic Health Products Pvt. Ltd.,INDIA,07/10/2019 12:00:00 AM,
4388,Cosmetics,Shahnaz Ayurvedics Shaeyes Herbal Eyeliner,Lead,-1,ppm,Shahnaz Ayurvedics (ROORKEE),INDIA,07/10/2019 12:00:00 AM,
4389,Tableware/Pottery,Narain Ji Bronze (Kansa) Plate--Interior,Lead,320,MG/L,UNKNOWN OR NOT STATED,INDIA,07/10/2019 12:00:00 AM,
4390,Tableware/Pottery,Narain Ji Bronze (Kansa) Plate--Interior,Lead,22.5,MG/CM^2,UNKNOWN OR NOT STATED,INDIA,07/10/2019 12:00:00 AM,
4391,Dietary Supplement/Medications/Remedy,Ayurveda Sandhu's Glucofit,Arsenic,-1,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,07/10/2019 12:00:00 AM,
4392,Dietary Supplement/Medications/Remedy,Ayurveda Sandhu's Glucofit,Cadmium,-1,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,07/10/2019 12:00:00 AM,
4393,Dietary Supplement/Medications/Remedy,Ayurveda Sandhu's Glucofit,Lead,-1,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,07/10/2019 12:00:00 AM,
4394,Dietary Supplement/Medications/Remedy,Ayurveda Sandhu's Glucofit,Mercury,-1,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,07/10/2019 12:00:00 AM,
4395,Dietary Supplement/Medications/Remedy,Jiyadaya Triphala Churna,Arsenic,-1,ppm,Jiwadaya Netraprabha Karyalaya,INDIA,07/10/2019 12:00:00 AM,
4396,Dietary Supplement/Medications/Remedy,Jiyadaya Triphala Churna,Cadmium,-1,ppm,Jiwadaya Netraprabha Karyalaya,INDIA,07/10/2019 12:00:00 AM,
4397,Dietary Supplement/Medications/Remedy,Jiyadaya Triphala Churna,Lead,0.27,ppm,Jiwadaya Netraprabha Karyalaya,INDIA,07/10/2019 12:00:00 AM,
4398,Dietary Supplement/Medications/Remedy,Jiyadaya Triphala Churna,Mercury,-1,ppm,Jiwadaya Netraprabha Karyalaya,INDIA,07/10/2019 12:00:00 AM,
4399,Food-Spice,New Foods of India Mild Curry Powder Homestyle,Lead,-1,ppm,UNKNOWN OR NOT STATED,UNITED STATES,07/10/2019 12:00:00 AM,
4400,Food-Spice,New Foods of India Kashmiri Chilli Ground Powder Red Chilli Powder,Lead,0.25,ppm,UNKNOWN OR NOT STATED,INDIA,07/10/2019 12:00:00 AM,
4401,Food-Spice,New Foods of India Chilli Powder Midium Hot Red Chilli Powder,Lead,-1,ppm,UNKNOWN OR NOT STATED,INDIA,07/10/2019 12:00:00 AM,
4402,Food-Spice,Turmeric Powder (Haldi Powder Curcuma Enpolvo),Lead,-1,ppm,UNKNOWN OR NOT STATED,INDIA,07/10/2019 12:00:00 AM,
4403,Dietary Supplement/Medications/Remedy,Jiwadaya Sitopladi Churna,Arsenic,-1,ppm,Jiwadaya Netraprabha Karyalaya,INDIA,07/10/2019 12:00:00 AM,
4404,Dietary Supplement/Medications/Remedy,Jiwadaya Sitopladi Churna,Cadmium,-1,ppm,Jiwadaya Netraprabha Karyalaya,INDIA,07/10/2019 12:00:00 AM,
4405,Dietary Supplement/Medications/Remedy,Jiwadaya Sitopladi Churna,Lead,0.77,ppm,Jiwadaya Netraprabha Karyalaya,INDIA,07/10/2019 12:00:00 AM,
4406,Dietary Supplement/Medications/Remedy,Jiwadaya Sitopladi Churna,Mercury,-1,ppm,Jiwadaya Netraprabha Karyalaya,INDIA,07/10/2019 12:00:00 AM,
4407,Dietary Supplement/Medications/Remedy,Ayurveda Sandhu's Laxafit,Arsenic,-1,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,07/10/2019 12:00:00 AM,
4408,Dietary Supplement/Medications/Remedy,Ayurveda Sandhu's Laxafit,Cadmium,-1,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,07/10/2019 12:00:00 AM,
4409,Dietary Supplement/Medications/Remedy,Ayurveda Sandhu's Laxafit,Lead,3.9,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,07/10/2019 12:00:00 AM,
4410,Dietary Supplement/Medications/Remedy,Ayurveda Sandhu's Laxafit,Mercury,-1,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,07/10/2019 12:00:00 AM,
4411,Religious powder,Shree KumKum Powder,Lead,1.3,ppm,UNKNOWN OR NOT STATED,INDIA,07/10/2019 12:00:00 AM,
4412,Dietary Supplement/Medications/Remedy,Divya Pharmacy  Amla Churna (B.P.N.),Arsenic,-1,ppm,Divya Pharmacy,INDIA,07/10/2019 12:00:00 AM,
4413,Dietary Supplement/Medications/Remedy,Divya Pharmacy  Amla Churna (B.P.N.),Cadmium,-1,ppm,Divya Pharmacy,INDIA,07/10/2019 12:00:00 AM,
4414,Dietary Supplement/Medications/Remedy,Divya Pharmacy  Amla Churna (B.P.N.),Lead,1.4,ppm,Divya Pharmacy,INDIA,07/10/2019 12:00:00 AM,
4415,Dietary Supplement/Medications/Remedy,Divya Pharmacy  Amla Churna (B.P.N.),Mercury,-1,ppm,Divya Pharmacy,INDIA,07/10/2019 12:00:00 AM,
4416,Dietary Supplement/Medications/Remedy,Kofton Cough Syrup,Arsenic,-1,ppm,Bio Herbal Remedies Pvt. Ltd.,INDIA,07/10/2019 12:00:00 AM,
4417,Dietary Supplement/Medications/Remedy,Kofton Cough Syrup,Cadmium,-1,ppm,Bio Herbal Remedies Pvt. Ltd.,INDIA,07/10/2019 12:00:00 AM,
4418,Dietary Supplement/Medications/Remedy,Kofton Cough Syrup,Lead,0.59,ppm,Bio Herbal Remedies Pvt. Ltd.,INDIA,07/10/2019 12:00:00 AM,
4419,Dietary Supplement/Medications/Remedy,Kofton Cough Syrup,Mercury,-1,ppm,Bio Herbal Remedies Pvt. Ltd.,INDIA,07/10/2019 12:00:00 AM,
4420,Dietary Supplement/Medications/Remedy,Fatafat,Arsenic,-1,ppm,Pamul Industries,INDIA,07/10/2019 12:00:00 AM,
4421,Dietary Supplement/Medications/Remedy,Fatafat,Cadmium,-1,ppm,Pamul Industries,INDIA,07/10/2019 12:00:00 AM,
4422,Dietary Supplement/Medications/Remedy,Fatafat,Lead,-1,ppm,Pamul Industries,INDIA,07/10/2019 12:00:00 AM,
4423,Dietary Supplement/Medications/Remedy,Fatafat,Mercury,-1,ppm,Pamul Industries,INDIA,07/10/2019 12:00:00 AM,
4424,Food-Spice,Turmeric,Lead,0.5,ppm,UNKNOWN OR NOT STATED,BANGLADESH,07/11/2019 12:00:00 AM,
4425,Food Other,Saniomougou,Lead,-1,ppm,UNKNOWN OR NOT STATED,MALI,07/12/2019 12:00:00 AM,
4426,Food-Spice,Turmeric powder,Lead,-1,ppm,UNKNOWN OR NOT STATED,BANGLADESH,07/12/2019 12:00:00 AM,
4427,Food-Spice,Chili Powder,Lead,-1,ppm,UNKNOWN OR NOT STATED,BANGLADESH,07/15/2019 12:00:00 AM,
4428,Food-Spice,Turmeric powder,Lead,0.46,ppm,UNKNOWN OR NOT STATED,BANGLADESH,07/15/2019 12:00:00 AM,
4429,Dietary Supplement/Medications/Remedy,Primal Defense Ultra Ultimate Probiotic Formula  (Whole Foods Market Exclusive),Arsenic,1.1,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,07/15/2019 12:00:00 AM,
4430,Dietary Supplement/Medications/Remedy,Primal Defense Ultra Ultimate Probiotic Formula  (Whole Foods Market Exclusive),Lead,4.5,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,07/15/2019 12:00:00 AM,
4431,Dietary Supplement/Medications/Remedy,Primal Defense Ultra Ultimate Probiotic Formula  (Whole Foods Market Exclusive),Lead,3.3,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,07/15/2019 12:00:00 AM,
4432,Dietary Supplement/Medications/Remedy,Primal Defense Ultra Ultimate Probiotic Formula  (Whole Foods Market Exclusive),Mercury,0.021,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,07/15/2019 12:00:00 AM,
4433,Food-Spice,Powdered Pepper,Lead,0.24,ppm,Ghana,GHANA,07/16/2019 12:00:00 AM,
4434,Food-Spice,Oregano leaves,Lead,-1,ppm,UNKNOWN OR NOT STATED,DOMINICAN REPUBLIC,07/21/2019 12:00:00 AM,
4435,Food-Spice,Turmeric powder,Lead,-1,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,07/22/2019 12:00:00 AM,
4436,Toys/Children's Products,Race car,Lead,-1,ppm,Chrysler Group LLC 2014,MALAYSIA,07/22/2019 12:00:00 AM,
4437,Toys/Children's Products,Toy car,Lead,-1,ppm,Chrysler Group LLC 2013,INDONESIA,07/22/2019 12:00:00 AM,
4438,Toys/Children's Products,Toy car,Lead,-1,ppm,Tomica,VIET NAM,07/22/2019 12:00:00 AM,
4439,Toys/Children's Products,Toy car,Lead,-1,ppm,2007 Mattel,INDONESIA,07/22/2019 12:00:00 AM,
4440,Cosmetics,Esika Agú Mañanas Felices Colonia Despertar,Lead,-1,MG/L,Esika Agu,COLOMBIA,07/23/2019 12:00:00 AM,
4441,Food Other,Manna Groats,Lead,-1,ppm,"LLC Mill Complex ""Rosa""",RUSSIAN FEDERATION,07/24/2019 12:00:00 AM,
4442,Food Other,Combiotik Baby Formula,Lead,-1,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,07/24/2019 12:00:00 AM,
4443,Food-Spice,Khemli Suneli,Lead,58,ppm,UNKNOWN OR NOT STATED,GEORGIA,07/24/2019 12:00:00 AM,
4444,Food-Spice,Fenugreek,Lead,0.27,ppm,Mtskheta Food Company LTD,GEORGIA,07/24/2019 12:00:00 AM,
4445,Food-Spice,Khmeli Suneli,Lead,-1,ppm,Mtskheta Food Company LTD,UNITED STATES,07/24/2019 12:00:00 AM,
4446,Toys/Children's Products,Wooden Painted Toy Block,Lead,-1,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,07/24/2019 12:00:00 AM,
4447,Dietary Supplement/Medications/Remedy,Primal Defense Ultra Ultimate Probiotic Formula,Arsenic,0.91,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,07/24/2019 12:00:00 AM,
4448,Dietary Supplement/Medications/Remedy,Primal Defense Ultra Ultimate Probiotic Formula,Lead,3.5,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,07/24/2019 12:00:00 AM,
4449,Dietary Supplement/Medications/Remedy,Primal Defense Ultra Ultimate Probiotic Formula,Lead,2.9,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,07/24/2019 12:00:00 AM,
4450,Dietary Supplement/Medications/Remedy,Primal Defense Ultra Ultimate Probiotic Formula,Mercury,-1,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,07/24/2019 12:00:00 AM,
4451,Food-Spice,Okra powder,Lead,-1,ppm,UNKNOWN OR NOT STATED,BURKINA FASO,07/25/2019 12:00:00 AM,
4452,Food Other,Red Leaf Tea,Lead,-1,ppm,UNKNOWN OR NOT STATED,BURKINA FASO,07/25/2019 12:00:00 AM,
4453,Food Other,Dry lentils,Lead,-1,ppm,UNKNOWN OR NOT STATED,BANGLADESH,07/25/2019 12:00:00 AM,
4454,Food-Spice,Radhuni Chilli Powder,Lead,0.25,ppm,Square food and Beverage LTD.,BANGLADESH,07/26/2019 12:00:00 AM,
4455,Food-Spice,Radhuni Turmeric Powder,Lead,-1,ppm,Square food & Beverage LTD.,BANGLADESH,07/26/2019 12:00:00 AM,
4456,Dietary Supplement/Medications/Remedy,Prolyn For Adults Dietary Supplement-Lysine and Vitamins syrup,Lead,-1,ppm,"Laboratorios ALFA, SRL",DOMINICAN REPUBLIC,07/26/2019 12:00:00 AM,
4457,Toys/Children's Products,Sidewalk chalk,Lead,1.5,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,07/26/2019 12:00:00 AM,
4458,Cosmetics,Goldline Classic  Kajal,Lead,2.3,ppm,JSR International,UNKNOWN OR NOT STATED,07/26/2019 12:00:00 AM,
4459,Cosmetics,Chandni Whitening Cream,Mercury,18000,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,07/26/2019 12:00:00 AM,
4460,Cosmetics,Hashmi Surma,Lead,800000,ppm,Hashmi,PAKISTAN,07/26/2019 12:00:00 AM,
4461,Cosmetics,Sandal Whitening Beauty Cream,Mercury,15000,ppm,Cosmetics-Pakistan,UNKNOWN OR NOT STATED,07/26/2019 12:00:00 AM,
4462,Cosmetics,Golden Pearl Beauty Cream,Mercury,11000,ppm,Golden Pearl Cosmetics,PAKISTAN,07/26/2019 12:00:00 AM,
4463,Cosmetics,Saeed Ghani Sandal Cream,Mercury,0.33,ppm,UNKNOWN OR NOT STATED,PAKISTAN,07/26/2019 12:00:00 AM,
4464,Cosmetics,Hashmi Kajal,Lead,7.2,ppm,A.Q. & Company Karachi - Pakistan,PAKISTAN,07/26/2019 12:00:00 AM,
4465,Cosmetics,Hashmi Kajal,Lead,4.4,ppm,A.Q. & Company - Pakistan,PAKISTAN,07/26/2019 12:00:00 AM,
4466,Cosmetics,Maybelline The Colossal Kajal,Lead,0.36,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,07/26/2019 12:00:00 AM,
4467,Food-Spice,Chilli Powder,Lead,0.31,ppm,Square Consumer Products LTD,BANGLADESH,07/29/2019 12:00:00 AM,
4468,Food-Spice,Radhuni Turmeric Powder,Lead,670,ppm,Square Consumer Products LTD,BANGLADESH,07/29/2019 12:00:00 AM,
4469,Food-Spice,Turmeric Powder,Lead,150,ppm,UNKNOWN OR NOT STATED,BANGLADESH,07/29/2019 12:00:00 AM,
4470,Food-Spice,Cumin Powder,Lead,42,ppm,UNKNOWN OR NOT STATED,BANGLADESH,07/29/2019 12:00:00 AM,
4471,Food-Spice,Chili Powder,Lead,1.3,ppm,UNKNOWN OR NOT STATED,BANGLADESH,07/29/2019 12:00:00 AM,
4472,Food Other,Bourn Vita powdered drink,Lead,-1,ppm,UNKNOWN OR NOT STATED,INDIA,07/30/2019 12:00:00 AM,
4473,Food-Spice,Coriander powder,Lead,-1,ppm,UNKNOWN OR NOT STATED,INDIA,07/30/2019 12:00:00 AM,
4474,Food-Spice,Cumin Powder,Lead,0.24,ppm,UNKNOWN OR NOT STATED,INDIA,07/30/2019 12:00:00 AM,
4475,Food-Spice,Turmeric Powder,Lead,1500,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,07/30/2019 12:00:00 AM,
