ROW_ID,PRODUCT_TYPE,PRODUCT_NAME,METAL,CONCENTRATION,UNITS,MANUFACTURER,MADE_IN_COUNTRY,COLLECTION_DATE,DELETED
1981,Food Other,Xylitol Sugar,Lead,-1,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,11/03/2016 12:00:00 AM,
1982,Food Other,Xylitol Sugar,Mercury,-1,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,11/03/2016 12:00:00 AM,
1983,Dietary Supplement/Medications/Remedy,Chinese Bitters,Arsenic,-1,ppm,"Shen Clinic, LLC",UNITED STATES,11/03/2016 12:00:00 AM,
1984,Dietary Supplement/Medications/Remedy,Chinese Bitters,Lead,1.3,ppm,"Shen Clinic, LLC",UNITED STATES,11/03/2016 12:00:00 AM,
1985,Dietary Supplement/Medications/Remedy,Chinese Bitters,Mercury,-1,ppm,"Shen Clinic, LLC",UNITED STATES,11/03/2016 12:00:00 AM,
1986,Dietary Supplement/Medications/Remedy,Zinc Caps,Arsenic,-1,ppm,"Quality Supplements and Vitamins, Inc.",UNITED STATES,11/03/2016 12:00:00 AM,
1987,Dietary Supplement/Medications/Remedy,Zinc Caps,Lead,-1,ppm,"Quality Supplements and Vitamins, Inc.",UNITED STATES,11/03/2016 12:00:00 AM,
1988,Dietary Supplement/Medications/Remedy,Zinc Caps,Mercury,-1,ppm,"Quality Supplements and Vitamins, Inc.",UNITED STATES,11/03/2016 12:00:00 AM,
1989,Dietary Supplement/Medications/Remedy,Magnesium 500mg,Arsenic,-1,ppm,Nutraceutical Corp,UNITED STATES,11/03/2016 12:00:00 AM,
1990,Dietary Supplement/Medications/Remedy,Magnesium 500mg,Lead,-1,ppm,Nutraceutical Corp,UNITED STATES,11/03/2016 12:00:00 AM,
1991,Dietary Supplement/Medications/Remedy,Magnesium 500mg,Mercury,-1,ppm,Nutraceutical Corp,UNITED STATES,11/03/2016 12:00:00 AM,
1992,Dietary Supplement/Medications/Remedy,Hair Recovery Supplement,Arsenic,-1,ppm,PhytoWorx,UNITED STATES,11/03/2016 12:00:00 AM,
1993,Dietary Supplement/Medications/Remedy,Hair Recovery Supplement,Lead,-1,ppm,PhytoWorx,UNITED STATES,11/03/2016 12:00:00 AM,
1994,Dietary Supplement/Medications/Remedy,Hair Recovery Supplement,Mercury,-1,ppm,PhytoWorx,UNITED STATES,11/03/2016 12:00:00 AM,
1995,Dietary Supplement/Medications/Remedy,DIM + BioPerine,Arsenic,-1,ppm,Smoky Mountain Naturals,UNITED STATES,11/03/2016 12:00:00 AM,
1996,Dietary Supplement/Medications/Remedy,DIM + BioPerine,Lead,-1,ppm,Smoky Mountain Naturals,UNITED STATES,11/03/2016 12:00:00 AM,
1997,Dietary Supplement/Medications/Remedy,DIM + BioPerine,Mercury,-1,ppm,Smoky Mountain Naturals,UNITED STATES,11/03/2016 12:00:00 AM,
1998,Dietary Supplement/Medications/Remedy,Fermented Chlorella,Arsenic,-1,ppm,"Mercola Health Resources, LLC",UNITED STATES,11/03/2016 12:00:00 AM,
1999,Dietary Supplement/Medications/Remedy,Fermented Chlorella,Lead,-1,ppm,"Mercola Health Resources, LLC",UNITED STATES,11/03/2016 12:00:00 AM,
2000,Dietary Supplement/Medications/Remedy,Fermented Chlorella,Mercury,-1,ppm,"Mercola Health Resources, LLC",UNITED STATES,11/03/2016 12:00:00 AM,
2001,Dietary Supplement/Medications/Remedy,NAC 1000mg,Arsenic,-1,ppm,NOW Foods,UNITED STATES,11/03/2016 12:00:00 AM,
2002,Dietary Supplement/Medications/Remedy,NAC 1000mg,Lead,0.32,ppm,NOW Foods,UNITED STATES,11/03/2016 12:00:00 AM,
2003,Dietary Supplement/Medications/Remedy,NAC 1000mg,Mercury,-1,ppm,NOW Foods,UNITED STATES,11/03/2016 12:00:00 AM,
2004,Dietary Supplement/Medications/Remedy,Chlorella Tablets,Arsenic,-1,ppm,Sunlit Supplements,TAIWAN - PROVINCE OF CHINA,11/03/2016 12:00:00 AM,
2005,Dietary Supplement/Medications/Remedy,Chlorella Tablets,Lead,1.7,ppm,Sunlit Supplements,TAIWAN - PROVINCE OF CHINA,11/03/2016 12:00:00 AM,
2006,Dietary Supplement/Medications/Remedy,Chlorella Tablets,Mercury,-1,ppm,Sunlit Supplements,TAIWAN - PROVINCE OF CHINA,11/03/2016 12:00:00 AM,
2007,Dietary Supplement/Medications/Remedy,Collage Protein -100% Pure Beef Gelatin,Arsenic,-1,ppm,UNKNOWN OR NOT STATED,UNITED STATES,11/03/2016 12:00:00 AM,
2008,Dietary Supplement/Medications/Remedy,Collage Protein -100% Pure Beef Gelatin,Lead,-1,ppm,UNKNOWN OR NOT STATED,UNITED STATES,11/03/2016 12:00:00 AM,
2009,Dietary Supplement/Medications/Remedy,Collage Protein -100% Pure Beef Gelatin,Mercury,-1,ppm,UNKNOWN OR NOT STATED,UNITED STATES,11/03/2016 12:00:00 AM,
2010,Dietary Supplement/Medications/Remedy,Vitamin C Powder,Arsenic,-1,ppm,Now,UNITED STATES,11/03/2016 12:00:00 AM,
2011,Dietary Supplement/Medications/Remedy,Vitamin C Powder,Lead,-1,ppm,Now,UNITED STATES,11/03/2016 12:00:00 AM,
2012,Dietary Supplement/Medications/Remedy,Vitamin C Powder,Mercury,-1,ppm,Now,UNITED STATES,11/03/2016 12:00:00 AM,
2013,Food-Spice,Vegetable Broth and Seasoning,Arsenic,-1,ppm,Seitenbacher GmbH Natural Foods,GERMANY,11/03/2016 12:00:00 AM,
2014,Food-Spice,Vegetable Broth and Seasoning,Lead,0.5,ppm,Seitenbacher GmbH Natural Foods,GERMANY,11/03/2016 12:00:00 AM,
2015,Food-Spice,Vegetable Broth and Seasoning,Mercury,-1,ppm,Seitenbacher GmbH Natural Foods,GERMANY,11/03/2016 12:00:00 AM,
2016,Food-Spice,Curry Powder,Arsenic,-1,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,11/03/2016 12:00:00 AM,
2017,Food-Spice,Curry Powder,Lead,5.8,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,11/03/2016 12:00:00 AM,
2018,Food-Spice,Curry Powder,Mercury,-1,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,11/03/2016 12:00:00 AM,
2019,Dietary Supplement/Medications/Remedy,Christopher's Blood Circulation Formula,Arsenic,-1,ppm,Wholistic Botanicals LLC,UNITED STATES,11/03/2016 12:00:00 AM,
2020,Dietary Supplement/Medications/Remedy,Christopher's Blood Circulation Formula,Lead,-1,ppm,Wholistic Botanicals LLC,UNITED STATES,11/03/2016 12:00:00 AM,
2021,Dietary Supplement/Medications/Remedy,Christopher's Blood Circulation Formula,Mercury,-1,ppm,Wholistic Botanicals LLC,UNITED STATES,11/03/2016 12:00:00 AM,
2022,Food-Spice,Cumin powder,Arsenic,-1,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,11/03/2016 12:00:00 AM,
2023,Food-Spice,Cumin powder,Lead,-1,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,11/03/2016 12:00:00 AM,
2024,Food-Spice,Cumin powder,Mercury,-1,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,11/03/2016 12:00:00 AM,
2025,Food-Spice,Cinammon powder,Arsenic,-1,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,11/03/2016 12:00:00 AM,
2026,Food-Spice,Cinammon powder,Lead,1.2,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,11/03/2016 12:00:00 AM,
2027,Food-Spice,Cinammon powder,Mercury,0.024,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,11/03/2016 12:00:00 AM,
2028,Food-Spice,Himalayan Salt,Arsenic,-1,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,11/03/2016 12:00:00 AM,
2029,Food-Spice,Himalayan Salt,Lead,-1,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,11/03/2016 12:00:00 AM,
2030,Food-Spice,Himalayan Salt,Mercury,-1,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,11/03/2016 12:00:00 AM,
2031,Food-Spice,White Pepper,Arsenic,-1,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,11/03/2016 12:00:00 AM,
2032,Food-Spice,White Pepper,Lead,4.3,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,11/03/2016 12:00:00 AM,
2033,Food-Spice,White Pepper,Mercury,-1,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,11/03/2016 12:00:00 AM,
2034,Food-Spice,7 Spice,Arsenic,-1,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,11/03/2016 12:00:00 AM,
2035,Food-Spice,7 Spice,Lead,0.97,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,11/03/2016 12:00:00 AM,
2036,Food-Spice,7 Spice,Mercury,-1,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,11/03/2016 12:00:00 AM,
2037,Dietary Supplement/Medications/Remedy,Grape Seed Extract,Arsenic,-1,ppm,UNKNOWN OR NOT STATED,UNITED STATES,11/03/2016 12:00:00 AM,
2038,Dietary Supplement/Medications/Remedy,Grape Seed Extract,Lead,-1,ppm,UNKNOWN OR NOT STATED,UNITED STATES,11/03/2016 12:00:00 AM,
2039,Dietary Supplement/Medications/Remedy,Grape Seed Extract,Mercury,-1,ppm,UNKNOWN OR NOT STATED,UNITED STATES,11/03/2016 12:00:00 AM,
2040,Dietary Supplement/Medications/Remedy,Vitamin D3,Arsenic,-1,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,11/03/2016 12:00:00 AM,
2041,Dietary Supplement/Medications/Remedy,Vitamin D3,Lead,-1,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,11/03/2016 12:00:00 AM,
2042,Dietary Supplement/Medications/Remedy,Vitamin D3,Mercury,-1,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,11/03/2016 12:00:00 AM,
2043,Dietary Supplement/Medications/Remedy,Mega Food,Arsenic,1,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,11/03/2016 12:00:00 AM,
2044,Dietary Supplement/Medications/Remedy,Mega Food,Lead,-1,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,11/03/2016 12:00:00 AM,
2045,Dietary Supplement/Medications/Remedy,Mega Food,Mercury,-1,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,11/03/2016 12:00:00 AM,
2046,Food Other,Coconut Oil,Arsenic,-1,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,11/03/2016 12:00:00 AM,
2047,Food Other,Coconut Oil,Lead,-1,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,11/03/2016 12:00:00 AM,
2048,Food Other,Coconut Oil,Mercury,-1,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,11/03/2016 12:00:00 AM,
2049,Food-Spice,Chilli Powder,Lead,0.55,ppm,UNKNOWN OR NOT STATED,INDIA,11/07/2016 12:00:00 AM,
2050,Dietary Supplement/Medications/Remedy,Herbal Tea Powder,Lead,-1,ppm,UNKNOWN OR NOT STATED,UNITED STATES,11/07/2016 12:00:00 AM,
2051,Dietary Supplement/Medications/Remedy,Thermo-Bond Fiber Tablets,Lead,-1,ppm,UNKNOWN OR NOT STATED,UNITED STATES,11/07/2016 12:00:00 AM,
2052,Dietary Supplement/Medications/Remedy,Am Renew Formula Tablet,Lead,0.7,ppm,UNKNOWN OR NOT STATED,UNITED STATES,11/07/2016 12:00:00 AM,
2053,Dietary Supplement/Medications/Remedy,Cell Activator-Mitochondrial and Nutrient Absorption,Lead,-1,ppm,UNKNOWN OR NOT STATED,UNITED STATES,11/07/2016 12:00:00 AM,
2054,Dietary Supplement/Medications/Remedy,Flora Fiber tablets,Lead,-1,ppm,UNKNOWN OR NOT STATED,UNITED STATES,11/07/2016 12:00:00 AM,
2055,Dietary Supplement/Medications/Remedy,Cell-U-Loss Tablets,Lead,2.3,ppm,UNKNOWN OR NOT STATED,UNITED STATES,11/07/2016 12:00:00 AM,
2056,Tableware/Pottery,Tea/coffee mug - inside rim where glazed,Lead,300000,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,11/07/2016 12:00:00 AM,
2057,Tableware/Pottery,Tea/coffee mug - inside rim where glazed,Lead,1,MG/CM^2,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,11/07/2016 12:00:00 AM,
2058,Tableware/Pottery,Tea/coffee mug - outside glazed portion without white paint,Lead,520000,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,11/07/2016 12:00:00 AM,
2059,Tableware/Pottery,Tea/coffee mug - outside glazed portion without white paint,Lead,8.9,MG/CM^2,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,11/07/2016 12:00:00 AM,
2060,Tableware/Pottery,Tea/coffee mug - outside non-glazed portion at the bottom of pot,Lead,7200,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,11/07/2016 12:00:00 AM,
2061,Tableware/Pottery,Tea/coffee mug - outside non-glazed portion at the bottom of pot,Lead,8.9,MG/CM^2,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,11/07/2016 12:00:00 AM,
2062,Tableware/Pottery,Tea/coffee mug - white paint on decorated portion,Lead,9.3,MG/CM^2,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,11/07/2016 12:00:00 AM,
2063,Tableware/Pottery,Tea/coffee mug - white paint on decorated portion,Lead,510000,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,11/07/2016 12:00:00 AM,
2064,Food-Spice,CHILI POWDER,Lead,1.1,ppm,UNKNOWN OR NOT STATED,BANGLADESH,11/09/2016 12:00:00 AM,
2065,Food-Spice,Turmeric,Lead,1.6,ppm,UNKNOWN OR NOT STATED,BANGLADESH,11/09/2016 12:00:00 AM,
2066,Food-Spice,CORIANDER,Lead,1.8,ppm,UNKNOWN OR NOT STATED,BANGLADESH,11/09/2016 12:00:00 AM,
2067,Food-Candy,Chipileta,Lead,-1,ppm,UNKNOWN OR NOT STATED,MEXICO,11/10/2016 12:00:00 AM,
2068,Food-Spice,Adjika,Lead,-1,ppm,UNKNOWN OR NOT STATED,GEORGIA,11/19/2016 12:00:00 AM,
2069,Food-Spice,Curry Powder,Lead,0.72,ppm,Lion,NIGERIA,11/23/2016 12:00:00 AM,
2070,Food-Spice,Turmeric,Lead,-1,ppm,UNKNOWN OR NOT STATED,NEPAL,12/02/2016 12:00:00 AM,
2071,Cosmetics,HENNA,Lead,0.85,ppm,UNKNOWN OR NOT STATED,NEPAL,12/02/2016 12:00:00 AM,
2072,Cosmetics,HENNA #2,Lead,0.61,ppm,UNKNOWN OR NOT STATED,NEPAL,12/02/2016 12:00:00 AM,
2073,Cosmetics,HENNA,Lead,1.1,ppm,UNKNOWN OR NOT STATED,NEPAL,12/02/2016 12:00:00 AM,
2074,Tableware/Pottery,Clear glass cup,Lead,-1,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,12/05/2016 12:00:00 AM,
2075,Food-Spice,Vegeta All Purpose Seasoning,Lead,-1,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,12/05/2016 12:00:00 AM,
2076,Food-Spice,Suneli,Lead,500,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,12/05/2016 12:00:00 AM,
2077,Dietary Supplement/Medications/Remedy,Flax seed,Lead,-1,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,12/05/2016 12:00:00 AM,
2078,Food-Spice,Basil seasoning,Lead,-1,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,12/05/2016 12:00:00 AM,
2079,Dietary Supplement/Medications/Remedy,Garcinia Cambogia,Lead,-1,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,12/05/2016 12:00:00 AM,
2080,Dietary Supplement/Medications/Remedy,Lutein,Lead,-1,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,12/05/2016 12:00:00 AM,
2081,Dietary Supplement/Medications/Remedy,Spirulina,Arsenic,-1,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,12/05/2016 12:00:00 AM,
2082,Dietary Supplement/Medications/Remedy,Spirulina,Lead,-1,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,12/05/2016 12:00:00 AM,
2083,Dietary Supplement/Medications/Remedy,Python Extra,Lead,0.68,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,12/05/2016 12:00:00 AM,
2084,Dietary Supplement/Medications/Remedy,Especially for Men,Lead,0.23,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,12/05/2016 12:00:00 AM,
2085,Dietary Supplement/Medications/Remedy,Prostate System Herbal Blend,Lead,1.4,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,12/05/2016 12:00:00 AM,
2086,Dietary Supplement/Medications/Remedy,Aged garlic extract,Lead,-1,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,12/05/2016 12:00:00 AM,
2087,Food Other,Rice Pudding,Lead,-1,ppm,UNKNOWN OR NOT STATED,UNITED STATES,12/13/2016 12:00:00 AM,
2088,Food-Spice,Hot Jamaican Curry Powder,Lead,2.2,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,12/14/2016 12:00:00 AM,
2089,Cosmetics,Olivia Kajal,Lead,-1,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,12/21/2016 12:00:00 AM,
2090,Tableware/Pottery,Ceramic Mug (ASTM C738),Lead,0.25,MG/L,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,12/21/2016 12:00:00 AM,
2091,Tableware/Pottery,Ceramic Mug (Scraped off paint from outside mug),Lead,6.1,MG/CM^2,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,12/21/2016 12:00:00 AM,
2092,Tableware/Pottery,Ceramic Mug (Scraped off paint from outside mug),Lead,4600,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,12/21/2016 12:00:00 AM,
2093,Tableware/Pottery,Ceramic Mug (Scraped off paint from inside mug),Lead,720,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,12/21/2016 12:00:00 AM,
2094,Tableware/Pottery,Ceramic Mug (Scraped off paint from inside mug),Lead,8.2,MG/CM^2,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,12/21/2016 12:00:00 AM,
2095,Tableware/Pottery,Ceramic Mug (Total digest of representative parts of mug),Lead,2400,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,12/21/2016 12:00:00 AM,
2096,Dietary Supplement/Medications/Remedy,Chamomille Tea,Lead,0.36,ppm,UNKNOWN OR NOT STATED,UNITED STATES,12/21/2016 12:00:00 AM,
2097,Dietary Supplement/Medications/Remedy,Organic Ginger Herbal tea,Lead,1.7,ppm,Traditional medicinals,UNITED STATES,12/21/2016 12:00:00 AM,
2098,Dietary Supplement/Medications/Remedy,Ginger Aid Tea,Lead,0.78,ppm,Traditional medicinals,UNITED STATES,12/21/2016 12:00:00 AM,
2099,Dietary Supplement/Medications/Remedy,Nana Tea,Lead,0.54,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,12/21/2016 12:00:00 AM,
2100,Dietary Supplement/Medications/Remedy,Ginger Honey Crystals,Lead,-1,ppm,UNKNOWN OR NOT STATED,CHINA,12/21/2016 12:00:00 AM,
2101,Dietary Supplement/Medications/Remedy,Cherry Honey Cough Drops,Lead,-1,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,12/21/2016 12:00:00 AM,
2102,Dietary Supplement/Medications/Remedy,Turmeric Tea,Lead,0.33,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,12/21/2016 12:00:00 AM,
2103,Dietary Supplement/Medications/Remedy,Cinnamon Cardamon Tea,Lead,0.31,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,12/21/2016 12:00:00 AM,
2104,Dietary Supplement/Medications/Remedy,Prescript-Assist PRO,Lead,11,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,12/21/2016 12:00:00 AM,
2105,Dietary Supplement/Medications/Remedy,Probiotic capsule,Lead,-1,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,12/21/2016 12:00:00 AM,
2106,Dietary Supplement/Medications/Remedy,Omega - Q Plus 100,Lead,-1,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,12/21/2016 12:00:00 AM,
2107,Dietary Supplement/Medications/Remedy,Magnesium Capsules,Lead,-1,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,12/21/2016 12:00:00 AM,
2108,Dietary Supplement/Medications/Remedy,Vitamin D tablets,Lead,-1,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,12/21/2016 12:00:00 AM,
2109,Food-Spice,Turmeric powder,Lead,0.29,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,12/21/2016 12:00:00 AM,
2110,Food-Candy,Cocoa cookies,Lead,-1,ppm,UNKNOWN OR NOT STATED,POLAND,12/21/2016 12:00:00 AM,
2111,Cosmetics,Johnson's Baby Powder,Lead,0.49,ppm,UNKNOWN OR NOT STATED,CHINA,12/21/2016 12:00:00 AM,
2112,Cosmetics,Johnson's Baby Powder,Mercury,-1,ppm,UNKNOWN OR NOT STATED,CHINA,12/21/2016 12:00:00 AM,
2113,Cosmetics,SHURMA,Lead,730000,ppm,UNKNOWN OR NOT STATED,PAKISTAN,12/23/2016 12:00:00 AM,
2114,Tableware/Pottery,Glazed part of a clay pot,Lead,9.9,MG/CM^2,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,12/23/2016 12:00:00 AM,
2115,Tableware/Pottery,Glazed part of a clay pot,Lead,190000,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,12/23/2016 12:00:00 AM,
2116,Tableware/Pottery,Non-glazed part of a clay pot,Lead,1400,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,12/23/2016 12:00:00 AM,
2117,Tableware/Pottery,Non-glazed part of a clay pot,Lead,4.5,MG/CM^2,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,12/23/2016 12:00:00 AM,
2118,Food-Spice,Turmeric Powder,Lead,0.5,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,01/10/2017 12:00:00 AM,
2119,Food-Spice,Turmeric Powder,Lead,170,ppm,UNKNOWN OR NOT STATED,BANGLADESH,01/10/2017 12:00:00 AM,
2120,Food-Spice,Mixed Spice Powder,Lead,0.62,ppm,UNKNOWN OR NOT STATED,BANGLADESH,01/10/2017 12:00:00 AM,
2121,Food-Spice,Spice Powder,Lead,0.57,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,01/10/2017 12:00:00 AM,
2122,Food-Spice,Red Chilli Powder,Lead,-1,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,01/10/2017 12:00:00 AM,
2123,Dietary Supplement/Medications/Remedy,PRUNELAX CIRUELAX,Arsenic,-1,ppm,Labortorio Garden House Farmaceutica,CHILE,01/11/2017 12:00:00 AM,
2124,Dietary Supplement/Medications/Remedy,PRUNELAX CIRUELAX,Lead,0.36,ppm,Labortorio Garden House Farmaceutica,CHILE,01/11/2017 12:00:00 AM,
2125,Dietary Supplement/Medications/Remedy,PRUNELAX CIRUELAX,Mercury,-1,ppm,Labortorio Garden House Farmaceutica,CHILE,01/11/2017 12:00:00 AM,
2126,Cosmetics,Surma,Lead,860000,ppm,UNKNOWN OR NOT STATED,PAKISTAN,01/13/2017 12:00:00 AM,
2127,Cosmetics,Niuma Medicated Antiseptic Soap,Mercury,100,ppm,Niuma Belleza,SPAIN,01/13/2017 12:00:00 AM,
2128,Cosmetics,Niuma Lemon Medicated Germicidal Soap,Mercury,1.9,ppm,Niuma Belleza,SPAIN,01/13/2017 12:00:00 AM,
2129,Food-Spice,Yellow flower,Lead,17000,ppm,UNKNOWN OR NOT STATED,GEORGIA,01/21/2017 12:00:00 AM,
2130,Food-Spice,Khmeli-suneli,Lead,2100,ppm,UNKNOWN OR NOT STATED,GEORGIA,01/21/2017 12:00:00 AM,
2131,Food-Spice,Hot Pepper,Lead,21,ppm,UNKNOWN OR NOT STATED,GEORGIA,01/21/2017 12:00:00 AM,
2132,Food-Spice,Coriander,Lead,16,ppm,UNKNOWN OR NOT STATED,GEORGIA,01/21/2017 12:00:00 AM,
2133,Food-Spice,Cumin,Lead,3.4,ppm,UNKNOWN OR NOT STATED,GEORGIA,01/21/2017 12:00:00 AM,
2134,Food-Spice,Utskho Suneli,Lead,2.1,ppm,UNKNOWN OR NOT STATED,GEORGIA,01/21/2017 12:00:00 AM,
2135,Food-Spice,Adjika Powder,Lead,0.97,ppm,UNKNOWN OR NOT STATED,GEORGIA,01/21/2017 12:00:00 AM,
2136,Food-Spice,Satsivi Spice,Lead,1.8,ppm,UNKNOWN OR NOT STATED,GEORGIA,01/21/2017 12:00:00 AM,
2137,Food-Spice,Turmeric Powder (Zerdecal),Lead,0.39,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,01/27/2017 12:00:00 AM,
2138,Food-Spice,Curry Powder (Kori Tozu),Lead,0.59,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,01/27/2017 12:00:00 AM,
2139,Food-Spice,Food Coloring,Lead,-1,ppm,IITN Food Corporation,CANADA,01/27/2017 12:00:00 AM,
2140,Food-Spice,Curry Powder,Lead,-1,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,01/27/2017 12:00:00 AM,
2141,Food-Spice,Turmeric Powder,Lead,0.29,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,01/27/2017 12:00:00 AM,
2142,Food-Spice,Turmeric Powder,Lead,0.27,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,01/27/2017 12:00:00 AM,
2143,Food-Spice,Curry Powder,Lead,0.43,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,01/27/2017 12:00:00 AM,
2144,Food-Spice,White Pepper,Lead,0.32,ppm,Abido Co. for Trade and Industry s.a.r.l.,LEBANON,01/27/2017 12:00:00 AM,
2145,Food-Spice,Turmeric Powder (Palillo Karum),Lead,0.43,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,01/27/2017 12:00:00 AM,
2146,Tableware/Pottery,Mug,Lead,0.57,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,01/31/2017 12:00:00 AM,
2147,Food Other,Chamomille Vanilla and Honey Herbal Tea,Lead,0.48,ppm,"RC Bigelow, Inc.",UNITED STATES,01/31/2017 12:00:00 AM,
2148,Food-Spice,Himalayan Fine Pink Salt 10 oz.,Lead,-1,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,01/31/2017 12:00:00 AM,
2149,Food-Spice,Curry Powder,Lead,21000,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,01/31/2017 12:00:00 AM,
2150,Food-Spice,Crushed Red Pepper,Lead,0.96,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,01/31/2017 12:00:00 AM,
